cellosaurus_id,cell_line_name,DepMap_ID,disease,disease_combined,disease_cleaned,disease_sutype,disease_sub_subtype,culture_type,culture_medium,gender,source,cellosaurus_derived_from_site,cellosaurus_disease,tissue
CVCL_S982,PC-3 [Human lung carcinoma],,,lung adenocarcinoma,Lung,,,,,,,Lymph node,Lung adenocarcinoma,Lung
CVCL_T023,CS-1 [Human chondrosarcoma],,,chondrosarcoma,Bone,,,,,,,"Bone, humerus",Chondrosarcoma,Bone
CVCL_U994,NCI-H2722,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_U995,NCI-H2731,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_U996,NCI-H2795,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_U997,NCI-H2803,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_U998,NCI-H2804,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_V000,NCI-H2818,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_V001,NCI-H2869,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_W798,G-mel,ACH-002121,unknown,cutaneous melanoma,Skin, , ,,,,Sanger,,Cutaneous melanoma,Skin
CVCL_X483,CHSA0011,ACH-002092,unknown,chondrosarcoma,Bone, , ,,,,Sanger,,Chondrosarcoma,Bone
CVCL_X484,CHSA0108,ACH-002093,unknown,chondrosarcoma,Bone, , ,,,,Sanger,,Chondrosarcoma,Bone
CVCL_X485,CHSA8926,ACH-002094,unknown,chondrosarcoma,Bone, , ,,,,Sanger,,Chondrosarcoma,Bone
CVCL_X508,STS-0421,ACH-002306,unknown,gastric adenocarcinoma,Stomach, , ,,,,Sanger,,Gastric adenocarcinoma,Stomach
CVCL_0181,BV-173,ACH-000432,leukemia,leukemia,Blood,CML, ,,,Male,DSMZ,Peripheral blood,Chronic myeloid leukemia,Blood
CVCL_0220,COLO 320HSR,ACH-002219,unknown,colon adenocarcinoma,Colon, , ,,,,Sanger,"Colon, sigmoid",Colon adenocarcinoma,Colon
CVCL_0363,JEG-3,ACH-001530,uterus,uterus,Uterus,choriocarcinoma, ,,,Male,,Fetal brain,Gestational choriocarcinoma,Uterus
CVCL_0538,SU-DHL-1,ACH-000664,lymphoma,lymphoma,Lymph,ALCL, ,,,Male,DSMZ,Pleural effusion,ALK-positive anaplastic large cell lymphoma,Lymph
CVCL_0580,WM35,ACH-002207,unknown,cutaneous melanoma,Skin, , ,,,,Sanger,Skin,Cutaneous melanoma,Skin
CVCL_1057,A101D,ACH-000008,unknown,melanoma,Skin, , ,,,Male,ATCC,Lymph node,Melanoma,Skin
CVCL_1102,Ca9-22,ACH-002043,upper_aerodigestive,upper_aerodigestive,Head And Neck, , ,,,Male,,"Oral cavity, gingiva",Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_1112,CAL-62,ACH-000174,thyroid,thyroid,Thyroid, , ,,,Female,DSMZ,Thyroid gland,Anaplastic thyroid carcinoma,Thyroid
CVCL_1135,COLO 800,ACH-000401,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Male,ATCC,Hypodermis,Cutaneous melanoma,Skin
CVCL_1143,CP50-MEL-B,ACH-002096,unknown,melanoma,Skin, , ,,,,Sanger,,Melanoma,Skin
CVCL_1149,CTB-1,ACH-002221,unknown,diffuse large b-cell lymphoma,Lymph, , ,,,,Sanger,Pericardial effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_1158,D-392MG,ACH-002227,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
CVCL_1164,D-542MG,ACH-002230,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
CVCL_1180,DOK,ACH-002234,unknown,oral epithelial dysplasia,Head And Neck, , ,,,,Sanger,"Oral cavity, tongue",Oral epithelial dysplasia,Head And Neck
CVCL_1201,ES5,ACH-002106,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1206,ETK-1,ACH-002237,unknown,cholangiocarcinoma,Liver, , ,,,,Sanger,Ascites,Cholangiocarcinoma,Liver
CVCL_1254,HCC1500,ACH-000349,breast,breast,Breast,TPBC, ,,,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_1271,HCE-4,ACH-002243,unknown,squamous cell carcinoma of the esophagus,Esophagus, , ,,,,Sanger,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1282,HMV-II,ACH-002040,skin,skin,Skin, , ,,,Female,,Vagina,Vaginal melanoma,Skin
CVCL_1285,HOP-62,ACH-000861,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Female,Garraway Lab,Lung,Lung adenocarcinoma,Lung
CVCL_1303,IGR-1,ACH-000882,skin,skin,Skin,melanoma, ,Adherent,DMEM + 10% FBS,Male,DSMZ,Inguinal lymph node,Cutaneous melanoma,Skin
CVCL_1337,KOSC-2,ACH-002260,unknown,squamous cell carcinoma of the oral cavity,Head And Neck, , ,,,,Sanger,"Oral cavity, floor of mouth",Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_1364,LB1047-RCC,ACH-002150,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,Lymph node,Renal cell carcinoma,Kidney
CVCL_1366,LB2518-MEL,ACH-002152,unknown,melanoma,Skin, , ,,,,Sanger,,Melanoma,Skin
CVCL_1398,SK-N-MC-IXC,,,peripheral primitive neuroectodermal tumor,Nervous System,,,,,,,Orbital region,Peripheral primitive neuroectodermal tumor,Nervous System
CVCL_1403,Mel JuSo,ACH-000881,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Female,DSMZ,Skin,Cutaneous melanoma,Skin
CVCL_1420,MMAc-SF,ACH-002162,unknown,melanoma,Skin, , ,,,,Sanger,Ascites,Melanoma,Skin
CVCL_1435,MZ-MEL-2,,,melanoma,Skin,,,,,,,Abdomen,Melanoma,Skin
CVCL_1436,MZ-MEL-7,,,melanoma,Skin,,,,,,,Spleen,Melanoma,Skin
CVCL_1509,NCI-H196,ACH-000752,lung,lung,Lung,lung_small, ,,,Male,ATCC,Pleural effusion,Lung sarcomatoid carcinoma,Lung
CVCL_1718,SW1463,ACH-000470,colorectal,colorectal,Colon, , ,Adherent,RPMI + 10% FBS,Female,ATCC,Rectum,Rectal adenocarcinoma,Colon
CVCL_1729,SW837,ACH-000421,colorectal,colorectal,Colon, , ,Adherent,RPMI + 10% FBS,Male,ATCC,Rectum,Rectal adenocarcinoma,Colon
CVCL_1732,SW954,ACH-001400,cervix,cervix,Cervix, , ,,,Female,,Vulva,Vulvar squamous cell carcinoma,Cervix
CVCL_1887,ROS-50,ACH-001639,leukemia,leukemia,Blood,B-cell_ALL, ,,,Male,,Peripheral blood,Adult B acute lymphoblastic leukemia,Blood
CVCL_1888,Sc-1,ACH-002392,unknown,follicular lymphoma,Lymph, , ,,,Male,Sanger,Ascites,Follicular lymphoma,Lymph
CVCL_2086,JURL-MK1,ACH-000326,leukemia,leukemia,Blood,CML, ,Suspension,RPMI + 10% FBS,Male,DSMZ,Peripheral blood,Chronic myeloid leukemia,Blood
CVCL_2119,MOLM-13,ACH-000362,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 20% FBS,Male,DSMZ,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_2614,MOG-G-UVW,ACH-001126,central_nervous_system,central_nervous_system,Brain,glioma, ,,,Male,,Brain,Anaplastic astrocytoma,Brain
CVCL_3076,Onda 11,,,glioblastoma,Brain,,,,,,,"Brain, right parietal lobe",Glioblastoma,Brain
CVCL_6473,WM278,ACH-002206,unknown,cutaneous melanoma,Skin, , ,,,,Sanger,Skin,Cutaneous melanoma,Skin
CVCL_C171,PCI-04B,,,squamous cell carcinoma of the larynx,Head And Neck,,,,,,,Lymph node,Squamous cell carcinoma of the larynx,Head And Neck
CVCL_C173,PCI-06A,,,squamous cell carcinoma of the oral cavity,Head And Neck,,,,,,,"Oral cavity, tonsil",Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_1086,BHY,ACH-000548,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,Adherent,DMEM + 10% FBS,Male,DSMZ,"Oral cavity, alveolar ridge",Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_1332,KMOE-2,ACH-002258,unknown,acute erythroid leukemia,Blood, , ,,,,Sanger,Peripheral blood,Acute erythroid leukemia,Blood
CVCL_1412,MHH-NB-11,ACH-000078,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Semi-Adherent,RPMI + 10% FBS,Male,DSMZ,Adrenal gland,Neuroblastoma,Nervous System
CVCL_1890,SU-DHL-16,ACH-002307,unknown,b-cell non-hodgkin lymphoma,Lymph, , ,,,,Sanger,Pleural effusion,B-cell non-Hodgkin lymphoma,Lymph
CVCL_2030,EJM,ACH-000821,multiple_myeloma,multiple_myeloma,Blood, , ,Semi-adherent,IMDM + 10% FBS,Female,DSMZ,Ascites,Multiple myeloma,Blood
CVCL_6472,WM1552C,ACH-002205,unknown,cutaneous melanoma,Skin, , ,,,,Sanger,Hypodermis,Cutaneous melanoma,Skin
CVCL_AT85,K2 [Human melanoma],,,melanoma,Skin,,,,,,,,Melanoma,Skin
CVCL_0216,CMK,ACH-000641,leukemia,leukemia,Blood,AML, ,,,Male,DSMZ,Peripheral blood,Acute megakaryoblastic leukemia in Down syndrome,Blood
CVCL_0297,HEY,ACH-002140,unknown,high grade ovarian serous adenocarcinoma,Ovary, , ,,,,Sanger,Ovary,High grade ovarian serous adenocarcinoma,Ovary
CVCL_0371,KATO III,ACH-000793,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Semi-Adherent,IMDM + 20% FBS,Male,ATCC,Pleural effusion,Down syndrome,Stomach
CVCL_0475,OVCA433,ACH-002182,unknown,ovarian serous adenocarcinoma,Ovary, , ,,,,Sanger,Ovary,Ovarian serous adenocarcinoma,Ovary
CVCL_0544,SW1116,ACH-000489,colorectal,colorectal,Colon, , ,,,Male,ATCC,Colon,Colon adenocarcinoma,Colon
CVCL_1103,CADO-ES1,ACH-000210,bone,bone,Bone,Ewing_sarcoma, ,,,Female,DSMZ,Pleural effusion,Ewing sarcoma,Bone
CVCL_1140,COR-L279,ACH-000257,lung,lung,Lung,lung_small, ,Semi-adherent,RPMI + 10% FBS + 2mM Glutamine,Male,ECACC,Lymph node,Small cell lung cancer,Lung
CVCL_1147,CRO-AP2,ACH-002220,unknown,primary effusion lymphoma,Lymph, , ,,,,Sanger,Pleural effusion,Primary effusion lymphoma,Lymph
CVCL_1153,D-247MG,ACH-002224,unknown,gliosarcoma,Brain, , ,,,,Sanger,Brain,Gliosarcoma,Brain
CVCL_1156,D-336MG,ACH-002226,unknown,gliosarcoma,Brain, , ,,,,Sanger,Brain,Gliosarcoma,Brain
CVCL_1214,EW-22,ACH-002116,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1222,GA-10,ACH-000162,lymphoma,lymphoma,Lymph,Burkitt_lymphoma, ,,,Male,ATCC,Peripheral blood,Burkitt lymphoma,Lymph
CVCL_1409,MHH-CALL-2,ACH-000020,leukemia,leukemia,Blood,B-cell_ALL, ,,,Female,DSMZ,Peripheral blood,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1445,SJNB-17,,,neuroblastoma,Nervous System,,,,,,,,Neuroblastoma,Nervous System
CVCL_1455,NCI-H1105,ACH-000780,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lymph node,Small cell lung cancer,Lung
CVCL_1520,NCI-H2066,ACH-000727,lung,lung,Lung,lung_small, ,,,Female,ATCC,Lung,Lung squamous cell carcinoma,Lung
CVCL_1593,NCI-H835,ACH-002177,unknown,lung carcinoid tumor,Lung, , ,,,,Sanger,Lung,Lung carcinoid tumor,Lung
CVCL_1600,NCI-H929,ACH-000050,multiple_myeloma,multiple_myeloma,Blood, , ,,,Female,ATCC,Pleural effusion,Multiple myeloma,Blood
CVCL_1659,Rh18,ACH-000689,rhabdomyosarcoma,rhabdomyosarcoma,Muscle, , ,,,Female,DSMZ,"Perineus, muscle",Alveolar rhabdomyosarcoma,Muscle
CVCL_1713,SUP-B8,ACH-002308,unknown,precursor b-cell acute lymphoblastic leukemia,Blood, , ,,,,Sanger,Bone marrow,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1737,TC-YIK,ACH-002201,unknown,high-grade neuroendocrine carcinoma of the cervix uteri,Uterus, , ,,,,Sanger,,High-grade neuroendocrine carcinoma of the cervix uteri,Uterus
CVCL_1821,Karpas-1106P,ACH-002254,unknown,primary mediastinal large b-cell lymphoma,Lymph, , ,,,,Sanger,Pleural effusion,Primary mediastinal large B-cell lymphoma,Lymph
CVCL_1825,KYAE-1,ACH-001544,esophagus,esophagus,Esophagus, , ,,,Male,,Pleural effusion,Adenocarcinoma of the esophagus,Esophagus
CVCL_1842,OACM5.1 C,,,adenocarcinoma of the esophagus,Esophagus,,,,,,,Lymph node,Adenocarcinoma of the esophagus,Esophagus
CVCL_1843,OACP4 C,ACH-002292,unknown,adenocarcinoma of the esophagus,Esophagus, , ,,,,Sanger,,Adenocarcinoma of the esophagus,Esophagus
CVCL_1851,RCH-ACV,ACH-000922,leukemia,leukemia,Blood,B-cell_ALL, ,,,Female,DSMZ,Bone marrow,B-lymphoblastic leukemia/lymphoma with t(1,Blood
CVCL_1865,JeKo-1,ACH-000357,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Female,DSMZ,Peripheral blood,Mantle cell lymphoma,Lymph
CVCL_1881,OCI-Ly7,ACH-001617,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Male,,Peripheral blood,Diffuse large B-cell lymphoma,Lymph
CVCL_2036,ESO-51,ACH-001497,esophagus,esophagus,Esophagus,esophagus_adenocarcinoma, ,,,Male,,"Esophagus, distal",Adenocarcinoma of the esophagus,Esophagus
CVCL_2045,FLO-1,ACH-001500,esophagus,esophagus,Esophagus,esophagus_adenocarcinoma, ,Adherent,DMEM + 10% FBS + 2mM Glutamine,Male,,Esophagus,Adenocarcinoma of the esophagus,Esophagus
CVCL_2059,HCC366,ACH-000840,lung,lung,Lung,lung_NSC,lung_mixed,Adherent,RPMI + 10% FBS,Female,DSMZ,Lung,Lung adenosquamous carcinoma,Lung
CVCL_2120,MOLM-16,ACH-000369,leukemia,leukemia,Blood,AML, ,,,Female,DSMZ,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_2194,SK-GT-2,ACH-001653,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Adherent,RPMI + 10% FBS + 2mM Glutamine,Male,,"Stomach, fundus",Gastric fundus carcinoma,Stomach
CVCL_2195,SK-GT-4,ACH-001654,esophagus,esophagus,Esophagus,esophagus_adenocarcinoma, ,Adherent,RPMI + 10% FBS + 2mM Glutamine,Male,,"Esophagus, distal",Adenocarcinoma of the esophagus,Esophagus
CVCL_2414,COR-L321,ACH-001490,lung,lung,Lung, , ,,,Female,,,Lung carcinoma,Lung
CVCL_2673,OV56,ACH-000091,ovary,ovary,Ovary,ovary_adenocarcinoma, ,,,Female,ECACC,Ascites,Ovarian serous adenocarcinoma,Ovary
CVCL_2675,OV7,ACH-000688,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_clear_cell,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 10ug/ml Insulin + 0.5ug/ml Hydrocortisone,Female,ECACC,Ovary,Ovarian carcinoma,Ovary
CVCL_2686,PEO1,ACH-001630,ovary,ovary,Ovary,ovary_adenocarcinoma, ,,,Female,,Ascites,Hereditary breast and ovarian cancer syndrome,Ovary
CVCL_3337,TE-4,ACH-000917,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Female,RIKEN,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_3770,OVK18,ACH-000947,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_endometrioid,Adherent,MEM + 10% FBS,Female,Riken,Ascites,Endometrioid carcinoma of ovary,Ovary
CVCL_3775,PWR-1E,ACH-001383,prostate,prostate,Prostate, , ,,,Male,,"Prostate, epithelium",,Prostate
CVCL_3935,OVCA420,ACH-002181,unknown,ovarian serous adenocarcinoma,Ovary, , ,,,,Sanger,Ovary,Ovarian serous adenocarcinoma,Ovary
CVCL_4648,JHOS-3,ACH-002146,unknown,ovarian serous adenocarcinoma,Ovary, , ,,,,Sanger,Lymph node,Ovarian serous adenocarcinoma,Ovary
CVCL_5078,SNU-61,ACH-000532,colorectal,colorectal,Colon, , ,,,Male,KCLB,Liver,Rectal adenocarcinoma,Colon
CVCL_5098,SNU-81,ACH-000991,colorectal,colorectal,Colon, , ,,,Male,KCLB,Colon,Colon adenocarcinoma,Colon
CVCL_5112,SNU-C5,ACH-000970,colorectal,colorectal,Colon, , ,,,Female,KCLB,Cecum,Cecum adenocarcinoma,Colon
CVCL_5868,KTCTL-21,,,clear cell renal carcinoma,Kidney,,,,,,,,Clear cell renal carcinoma,Kidney
CVCL_5873,KTCTL-26A,,,clear cell renal carcinoma,Kidney,,,,,,,Kidney,Clear cell renal carcinoma,Kidney
CVCL_5879,KTCTL-140,,,clear cell renal carcinoma,Kidney,,,,,,,Kidney,Clear cell renal carcinoma,Kidney
CVCL_5880,KTCTL-195,,,clear cell renal carcinoma,Kidney,,,,,,,Kidney,Clear cell renal carcinoma,Kidney
CVCL_5884,KTCTL-1M,,,clear cell renal carcinoma,Kidney,,,,,,,Kidney,Clear cell renal carcinoma,Kidney
CVCL_6895,DiFi,ACH-002233,unknown,gardner syndrome,Colon, , ,,,,Sanger,Ascites,Gardner syndrome,Colon
CVCL_8792,MM1.S,ACH-000763,multiple_myeloma,multiple_myeloma,Blood, , ,Semi-adherent,RPMI + 10% FBS,Female,Academic Lab,Peripheral blood,Multiple myeloma,Blood
CVCL_B079,UWB1.289,ACH-001418,ovary,ovary,Ovary,ovary_adenocarcinoma, ,,,Female,,,Hereditary breast and ovarian cancer syndrome,Ovary
CVCL_U999,NCI-H2810,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_X486,EMC-BAC-1,ACH-002101,unknown,lung adenocarcinoma,Lung, , ,,,,Sanger,,Lung adenocarcinoma,Lung
CVCL_X487,EMC-BAC-2,ACH-002102,unknown,lung adenocarcinoma,Lung, , ,,,,Sanger,,Lung adenocarcinoma,Lung
CVCL_X505,NCC010,ACH-002167,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,,Renal cell carcinoma,Kidney
CVCL_X506,NCC021,ACH-002168,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,,Renal cell carcinoma,Kidney
CVCL_0098,SKM-1,ACH-000373,leukemia,leukemia,Blood,AML, ,,,Male,HSRRB,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_0589,Kasumi-1,ACH-000263,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 10% FBS,Male,DSMZ,Peripheral blood,Acute myeloblastic leukemia with maturation,Blood
CVCL_1245,HCC1143,ACH-000374,breast,breast,Breast,TNBC, ,Adherent,RPMI + 10% FBS,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_1422,MOLT-13,ACH-000795,leukemia,leukemia,Blood,T-cell_ALL, ,,,Female,DSMZ,Bone marrow,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1473,NCI-H146,ACH-000506,lung,lung,Lung,lung_small, ,,,Male,ATCC,Bone marrow,Small cell lung cancer,Lung
CVCL_1564,NCI-H508,ACH-000360,colorectal,colorectal,Colon, , ,,,Male,ATCC,Abdominal wall,Cecum adenocarcinoma,Colon
CVCL_2035,ESO-26,ACH-001496,esophagus,esophagus,Esophagus,esophagus_adenocarcinoma, ,Semi-Adherent,RPMI + 10% FBS + 2mM Glutamine,Male,,"Esophagus, distal",Carcinoma of esophagus,Esophagus
CVCL_2672,OV17R,ACH-001373,ovary,ovary,Ovary,ovary_adenocarcinoma, ,,,Female,,Ascites,Adenocarcinoma of ovary,Ovary
CVCL_5058,SNU-407,ACH-000955,colorectal,colorectal,Colon,colorectal_MSI, ,,RPMI + 10% FBS + 2mM Glutamine,Male,KCLB,Buttock,Colon adenocarcinoma,Colon
CVCL_5870,KTCTL-13,,,clear cell renal carcinoma,Kidney,,,,,,,Kidney,Clear cell renal carcinoma,Kidney
CVCL_1126,CML-T1,ACH-000920,leukemia,leukemia,Blood,CML, ,,,Female,DSMZ,Peripheral blood,Chronic myeloid leukemia,Blood
CVCL_1189,ECC12,ACH-000225,gastric,gastric,Stomach,gastric_small, ,,,Male,Riken,Stomach,Gastric small cell carcinoma,Stomach
CVCL_1210,EW-12,ACH-002112,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1460,NCI-H128,ACH-002286,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Pleural effusion,Small cell lung cancer,Lung
CVCL_2413,COR-L32,ACH-001489,lung,lung,Lung,lung_NSC,lung_squamous,,,Unknown,,Bone marrow,Lung squamous cell carcinoma,Lung
CVCL_5003,SNU-1040,ACH-000999,colorectal,colorectal,Colon,colorectal_MSI, ,,,Male,KCLB,Colon,Colon adenocarcinoma,Colon
CVCL_1145,CP67-MEL,ACH-002098,unknown,melanoma,Skin, , ,,,,Sanger,,Melanoma,Skin
CVCL_1339,KP-N-RT-BM-1,ACH-000345,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Female,HSSRB,Bone marrow,Neuroblastoma,Nervous System
CVCL_1124,CHP-134,ACH-001338,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Male,,Adrenal gland,Neuroblastoma,Nervous System
CVCL_2411,COR-L303,ACH-002095,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Lung,Small cell lung cancer,Lung
CVCL_2412,COR-L311,ACH-000187,lung,lung,Lung,lung_small, ,Suspension,RPMI + 10% FBS + 2mM Glutamax,Male,ECACC,Lung,Small cell lung cancer,Lung
CVCL_2815,YMB-1-E,ACH-002208,unknown,invasive breast carcinoma of no special type,Breast, , ,,,,Sanger,Ascites,Invasive breast carcinoma of no special type,Breast
CVCL_5031,SNU-175,ACH-000989,colorectal,colorectal,Colon,colorectal_MSI, ,,,Female,KCLB,Peritoneum,Colon adenocarcinoma,Colon
CVCL_1554,NCI-H250,ACH-002171,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Brain,Small cell lung cancer,Lung
CVCL_1090,BONNA-12,ACH-001452,leukemia,leukemia,Blood, , ,,,Male,,Spleen,Classic hairy cell leukemia,Blood
CVCL_1152,D-245MG,ACH-002223,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
CVCL_1586,NCI-H740,ACH-002175,unknown,small cell lung cancer,Lung, , ,,,Male,ATCC/Sanger,Lymph node,Small cell lung cancer,Lung
CVCL_1736,TALL-1 [Human adult T-ALL],,,precursor t-cell acute lymphoblastic leukemia,Blood,,,,,,,Bone marrow,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_4989,U-CH2,ACH-002204,bone,bone,Bone,chordoma, ,Adherent,IMDM:RPMI (4:1) + 10% FBS,Female,Sanger,,Chordoma,Bone
CVCL_5044,SNU-283,ACH-000708,colorectal,colorectal,Colon, , ,,,Female,KCLB,Omentum,Rectal adenocarcinoma,Colon
CVCL_1410,MHH-CALL-4,ACH-000156,leukemia,leukemia,Blood,B-cell_ALL, ,,,Male,DSMZ,Peripheral blood,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1576,NCI-H660,ACH-000177,prostate,prostate,Prostate, , ,,,Male,ATCC,Cervical lymph node,Prostate small cell carcinoma,Prostate
CVCL_2313,BICR 56,ACH-000771,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,Female,ECACC,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_5953,TUHR14TKB,ACH-000317,kidney,kidney,Kidney, , ,Adherent,RPMI + 10% FBS,Male,RIKEN,,Renal cell carcinoma,Kidney
CVCL_3055,NCC-StC-K140,ACH-000110,gastric,gastric,Stomach, , ,,,Female,RIKEN,Stomach,Gastric carcinoma,Stomach
CVCL_5103,SNU-886,ACH-000316,liver,liver,Liver, , ,Adherent,RPMI + 10% FBS,Male,KCLB,Liver,Adult hepatocellular carcinoma,Liver
CVCL_1532,NCI-H2126,ACH-000785,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,Male,ATCC,Pleural effusion,Lung large cell carcinoma,Lung
CVCL_1637,Panc 05.04,ACH-000093,pancreas,pancreas,Pancreas, , ,,,Female,ATCC,Pancreas,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_3178,TCC-Pan2,ACH-000502,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Female,HSRRB,Ascites,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_5100,SNU-840,ACH-000280,ovary,ovary,Ovary,ovary_non_epithelial,Brenner_tumor,Adherent,RPMI + 10% FBS,Female,KCLB,Ovary,Malignant ovarian Brenner tumor,Ovary
CVCL_4381,HuH-6,ACH-000671,liver,liver,Liver,hepatoblastoma, ,Adherent,DMEM + 10% FBS,Male,RIKEN,Liver,Hepatoblastoma,Liver
CVCL_0807,Hs 578Bst,,,,Unknown,,,,,,,Breast,,Breast
CVCL_0095,SEM,ACH-000782,leukemia,leukemia,Blood,B-cell_ALL, ,Suspension,IMDM + 10% FBS,Female,DSMZ,Peripheral blood,B-lymphoblastic leukemia/lymphoma with t(v,Blood
CVCL_0101,SNU-601,ACH-000736,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Adherent,RPMI + 10% FBS,Male,KCLB,Ascites,Gastric signet ring cell adenocarcinoma,Stomach
CVCL_0846,Hs 688(A).T,ACH-000306,fibroblast,fibroblast,Soft Tissue, , ,,,Male,,Skin,,Soft Tissue
CVCL_0933,Hs 822.T,ACH-000229,fibroblast,fibroblast,Soft Tissue, , ,,,Female,ATCC,Bone,,Soft Tissue
CVCL_0979,Hs 888.T,ACH-000154,fibroblast,fibroblast,Soft Tissue, , ,,,Male,ATCC,Lung,,Soft Tissue
CVCL_1071,AML-193,ACH-000557,leukemia,leukemia,Blood,AML, ,Suspension,IMDM + 5% FBS + 10ug/ml Insulin + 5ug/ml Transferrin + 2ng/ml GM-CSF,Female,ATCC,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_1876,NU-DHL-1,ACH-000388,lymphoma,lymphoma,Lymph,DLBCL, ,,,Male,DSMZ,Left inguinal lymph node,Diffuse large B-cell lymphoma,Lymph
CVCL_2010,COV434,ACH-000123,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_endometrioid,Adherent,DMEM + 10% FBS + 2mM L-glutamine,Female,ECACC,"Ovary, ovarian follicle, granulosa cell layer",Small cell carcinoma of the ovary,Ovary
CVCL_2106,M-07e,ACH-000602,leukemia,leukemia,Blood,AML, ,,,Female,DSMZ,Peripheral blood,Acute megakaryoblastic leukemia,Blood
